Grupo Descuento/Recargo;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;FEMENINO;7
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;MASCULINO;5
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;47
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;82
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;AUSENCIA DE SEXO;38
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;LA CHOPERA;RETIRO                                            ;USO LIBRE;AUSENCIA DE SEXO;1
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;MASCULINO;54
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;FEMENINO;30
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;MASCULINO;15
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;FEMENINO;7
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;153
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;253
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;18
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;23
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;MASCULINO;35
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;FEMENINO;9
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;MASCULINO;12
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;AUSENCIA DE SEXO;11
FAMILIA NUMEROSA;2017.01 ENERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;MASCULINO;12
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;FEMENINO;10
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;161
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;153
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;15
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;FEMENINO;3
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;AUSENCIA DE SEXO;15
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;SAN BLAS;SAN BLAS                                          ;USO LIBRE;AUSENCIA DE SEXO;4
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;MASCULINO;27
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;FEMENINO;23
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;MASCULINO;13
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ABONO DEPORTE MADRID;FEMENINO;7
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;111
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;111
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;12
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;34
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;MASCULINO;25
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;FEMENINO;5
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;MASCULINO;3
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;PLAYA VICTORIA;TETUAN                                            ;USO LIBRE;AUSENCIA DE SEXO;9
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;MASCULINO;40
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;FEMENINO;27
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;MASCULINO;11
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ABONO DEPORTE MADRID;FEMENINO;8
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;96
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;136
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;28
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;21
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;MASCULINO;8
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;FEMENINO;13
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;AUSENCIA DE SEXO;25
FAMILIA NUMEROSA;2017.01 ENERO;TRIÁNGULO DE ORO;TETUAN                                            ;USO LIBRE;AUSENCIA DE SEXO;1
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;FEMENINO;3
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;MASCULINO;7
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ABONO DEPORTE MADRID;FEMENINO;6
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;63
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;82
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;19
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;14
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;AUSENCIA DE SEXO;8
FAMILIA NUMEROSA;2017.01 ENERO;ORCASITAS;USERA                                             ;USO LIBRE;AUSENCIA DE SEXO;1
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;FEMENINO;3
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;MASCULINO;3
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;95
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;85
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;19
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;USO LIBRE;AUSENCIA DE SEXO;12
FAMILIA NUMEROSA;2017.01 ENERO;ORCASUR;USERA                                             ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;MASCULINO;48
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;FEMENINO;20
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;MASCULINO;11
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ABONO DEPORTE MADRID;FEMENINO;6
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;113
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;234
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;5
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;28
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;MASCULINO;5
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;FEMENINO;14
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;AUSENCIA DE SEXO;11
FAMILIA NUMEROSA;2017.01 ENERO;VALDEBERNARDO;VICALVARO                                         ;USO LIBRE;AUSENCIA DE SEXO;10
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;FEMENINO;5
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;164
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;134
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;8
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;USO LIBRE;MASCULINO;6
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;USO LIBRE;AUSENCIA DE SEXO;26
FAMILIA NUMEROSA;2017.01 ENERO;VICÁLVARO;VICALVARO                                         ;USO LIBRE;AUSENCIA DE SEXO;2
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;MASCULINO;19
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;MASCULINO;18
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;FEMENINO;5
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;113
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;109
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;23
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;17
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;USO LIBRE;AUSENCIA DE SEXO;32
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;CERRO ALMODÓVAR;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;9
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;22
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;FEMENINO;6
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;MASCULINO;10
FAMILIA NUMEROSA;2017.01 ENERO;MIGUEL GUILLÉN PRIM;VILLA DE VALLECAS                                 ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;7
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;10
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;146
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;140
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;13
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;22
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;22
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;MASCULINO;2
FAMILIA NUMEROSA;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;7
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;2
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;3
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;38
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;20
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;USO LIBRE;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;3
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;4
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;58
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;66
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;12
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;9
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;14
FAMILIA NUMEROSA;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;8
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;4
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;115
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;72
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;15
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;16
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;11
FAMILIA NUMEROSA;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;8
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;29
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;16
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;19
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;5
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;42
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;30
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;14
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;6
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;USO LIBRE;MASCULINO;9
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;USO LIBRE;MASCULINO;6
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;USO LIBRE;FEMENINO;3
FAMILIA NUMEROSA;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;USO LIBRE;AUSENCIA DE SEXO;1
