Grupo Descuento/Recargo;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;15
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;38
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;55
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;AUSENCIA DE SEXO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;27
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;25
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;70
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;102
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;15
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;26
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;AUSENCIA DE SEXO;21
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;USO LIBRE;AUSENCIA DE SEXO;3
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;40
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;21
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;8
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;135
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;137
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;MASCULINO;16
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;FEMENINO;15
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;MASCULINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;FEMENINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;AUSENCIA DE SEXO;38
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;USO LIBRE;AUSENCIA DE SEXO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;MASCULINO;68
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;FEMENINO;32
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;MASCULINO;8
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;FEMENINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;199
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;228
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;27
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;18
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;MASCULINO;19
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;FEMENINO;8
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;AUSENCIA DE SEXO;84
FAMILIA NUMEROSA;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;USO LIBRE;AUSENCIA DE SEXO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;MASCULINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ABONO DEPORTE MADRID;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;MASCULINO;60
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;FEMENINO;39
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;MASCULINO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;FEMENINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;265
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;270
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;28
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;12
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;MASCULINO;13
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;AUSENCIA DE SEXO;80
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;USO LIBRE;AUSENCIA DE SEXO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;13
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;3
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;140
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;146
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;24
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;20
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;USO LIBRE;AUSENCIA DE SEXO;13
FAMILIA NUMEROSA;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;USO LIBRE;AUSENCIA DE SEXO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;25
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;24
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;77
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;105
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;21
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;13
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;7
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;AUSENCIA DE SEXO;9
FAMILIA NUMEROSA;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;46
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;16
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;3
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;4
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;122
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;162
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;7
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;AUSENCIA DE SEXO;120
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;AUSENCIA DE SEXO;7
FAMILIA NUMEROSA;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;77
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;35
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;14
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;264
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;375
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;25
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;49
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;7
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;233
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;34
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;6
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;3
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;26
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;27
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;19
FAMILIA NUMEROSA;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;2
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;36
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;20
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;FEMENINO;3
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;188
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;180
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;24
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;12
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;5
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;FEMENINO;12
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;37
FAMILIA NUMEROSA;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;USO LIBRE;AUSENCIA DE SEXO;18
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;60
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;41
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;11
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;10
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;208
FAMILIA NUMEROSA;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;259
